1,100.0,30.0,2021-09-28 10:00:00
2,100.0,30.00089932036776,2021-09-28 10:00:00
3,100.00103844571281,29.99999999592511,2021-09-28 10:00:00
4,100.0,29.999100679632235,2021-09-28 10:00:00
5,99.9989615542872,29.99999999592511,2021-09-28 10:00:00
6,100.00051922693136,30.000778833265883,2021-09-28 10:00:00
7,99.99632865759841,29.996820371414653,2021-09-28 10:00:00
8,99.99632865759841,29.997719691782418,2021-09-28 10:00:00
9,99.99684786789453,29.99759920468067,2021-09-28 10:00:00
10,99.99736707004203,29.996820367340288,2021-09-28 10:00:00
11,99.99632865759841,29.995921051046892,2021-09-28 10:00:00
12,99.99999988239452,29.9945400632036,2021-09-28 10:00:00
13,100.00103826157428,29.993640738761993,2021-09-28 10:00:00
14,100.00103826157428,29.993640738761993,2021-09-28 10:10:00
